物件ID,物件名称,"类型
专门用于前置物件判定
还有代码块类型筛选判断","子类型
专门用于自动建造判定",建筑背包分类,Entity的Icon,Entity的描述,纹理1,补充纹理,物件逻辑投影,"前置物件
0，可以放置在任意类型的前置物件上",物件是否可自动建造,物件上是否可建造,建造高度,行走矮边高,行走高边高,物件高边 ,通行方向,血量,死亡掉落配方ID,"技能作用类型
 0.未知类型
 1.玩家
 2.木头
 3.草
 4.石头
 5.建筑
 6.机器人
 7.怪物

",受击特效,受击音效,物件防御,掉落经验,物件等级,地形类型,是否有缓动效果,场景效果根锚点,照亮范围,玩家经过是否半透,身体大小(半径像素),不显示在代码块下拉中,代码界面中物品排序ID,属性控件,idle效果,死亡效果,代码库ID,是否是地块
10000330,路27,10,,4,liangduan_30,两端问题-路27,liangduan_30,,15,0,1,1,5,5,5,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000331,路28,10,,4,liangduan_31,两端问题-路28,liangduan_31,,15,0,1,1,5,5,5,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000332,路29,10,,4,liangduan_32,两端问题-路29,liangduan_32,,15,0,1,1,5,5,5,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000333,路30,10,,4,liangduan_33,两端问题-路30,liangduan_33,,15,0,1,1,5,5,5,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000334,路31,10,,4,liangduan_34,两端问题-路31,liangduan_34,,15,0,1,1,5,5,5,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000335,路32,10,,4,liangduan_35,两端问题-路32,liangduan_35,,15,0,1,1,5,5,5,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000336,覆盖物,10,,4,liangduan_36,两端问题-盖子,liangduan_36,,"15,15,15,15",0,1,1,5,5,5,0,"15,15,15,15",,,,,,,,,,,,,0,,,,10001,,,1002,
10000337,井盖,5,,4,liangduan_37,两端问题-井盖,liangduan_37,,15,0,1,1,5,5,5,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000338,路33,10,,4,liangduan_38,两端问题-路33,liangduan_38,,15,0,1,1,5,5,5,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000339,路34,10,,4,liangduan_39,两端问题-路34,liangduan_39,,15,0,1,1,5,5,5,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000340,路35,10,,4,liangduan_40,两端问题-路35,liangduan_40,,15,0,1,1,5,5,5,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000341,路36,10,,4,liangduan_41,两端问题-路36,liangduan_41,,15,0,1,1,5,5,5,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000342,路37,10,,4,liangduan_42,两端问题-路37,liangduan_42,,15,0,1,1,5,5,5,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000343,路38,10,,4,liangduan_43,两端问题-路38,liangduan_43,,15,0,1,1,5,5,5,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000344,路39,10,,4,liangduan_44,两端问题-路39,liangduan_44,,15,0,1,1,5,5,5,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000345,路40,10,,4,liangduan_45,两端问题-路40,liangduan_45,,15,0,1,1,5,5,5,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000346,路41,10,,4,liangduan_46,两端问题-路41,liangduan_46,,15,0,1,1,5,5,5,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000347,路42,10,,4,liangduan_47,两端问题-路42,liangduan_47,,15,0,1,1,5,5,5,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000348,路43,10,,4,liangduan_48,两端问题-路43,liangduan_48,,15,0,1,1,5,5,5,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000349,黄色的树,5,,4,liangduan_49,两端问题-路44,liangduan_49,,15,0,1,1,1,0,0,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000350,绿色的两叉树,5,,4,liangduan_50,两端问题-路45,liangduan_50,,15,0,1,1,1,0,0,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000351,浅绿色的树,5,,4,liangduan_51,两端问题-路46,liangduan_51,,15,0,1,1,1,0,0,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000352,秃顶的树,5,,4,liangduan_52,两端问题-路47,liangduan_52,,15,0,1,1,1,0,0,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000353,很方的树,5,,4,liangduan_53,两端问题-路48,liangduan_53,,15,0,1,1,1,0,0,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000354,雪糕树,5,,4,liangduan_54,两端问题-路49,liangduan_54,,15,0,1,1,1,0,0,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000355,前方施工,5,,4,liangduan_55,前方施工,liangduan_55,,15;15,0,1,1,70,0,0,0,15;15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000356,小心地滑,5,,4,liangduan_56,小心地滑,liangduan_56,,15,0,1,1,75,0,0,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000357,路灯(前),5,,4,liangduan_57,路灯(前),liangduan_57,,15,0,1,1,350,0,0,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000358,路灯(后),5,,4,liangduan_60,路灯(后),liangduan_60,,15,0,1,1,350,0,0,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000401,点兵计数柱,5,,4,DianBingWT_JSZ_00ic,点兵计数柱,DianBingWT_JSZ_00,,15,0,0,0,235,235,235,0,0,,,,,,,,,,,,,1,,,,10001,,,1002,
10000402,点兵行列数,5,,4,DianBingWT_HLS_00ic,点兵行列数,DianBingWT_HLS_00,,15,0,0,0,50,50,50,0,0,,,,,,,,,,,,,1,,,,10001,,,1002,
10000403,白沙兵,5,,4,DianBingWT_BSQ_00ic,白沙兵,DianBingWT_BSQ_00,,15,0,1,0,170,170,170,0,0,,,,,,,,,,,,,1,,,,10001,,,1002,
10000404,黑沙兵,5,,4,DianBingWT_HSQ_00ic,黑沙兵,DianBingWT_HSQ_00,,15,0,1,0,170,170,170,0,0,,,,,,,,,,,,,1,,,,10001,,,1002,
10000405,点兵棋盘边缘,10,,1,DianBingWT_QPBY_01ic,点兵棋盘边缘,DianBingWT_QPBY_00,,15;15,0,1,1,5,5,5,0,15;15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000406,点兵棋盘角,10,,1,DianBingWT_QPJ_00ic,点兵棋盘角,DianBingWT_QPJ_00,,15,0,0,1,5,5,5,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000407,数字答题器,5,,4,DianBingWT_DTQ_00ic,数字答题器,DianBingWT_DTQ_00,,"15,15;15,15",0,0,0,70,70,70,0,"0,0;0,0",,,,,,,,,,,,,1,,,,10001,,,1002,
10000408,点兵矮底座,10,,1,DianBingWT_QPDZ_00ic,点兵矮底座,DianBingWT_QPDZ_00,,15,"7,10,17",1,1,5,5,5,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000409,点兵高底座,10,,1,DianBingWT_QPDZ_01ic,点兵高底座,DianBingWT_QPDZ_01,,15,"7,10,17",1,1,20,5,5,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000410,点兵棋盘沙1,17,,1,DianBingWT_QPSZ_00ic,点兵棋盘沙1,DianBingWT_QPSZ_00,,15,"7,10",1,1,1,1,1,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000411,点兵棋盘沙2,17,,1,DianBingWT_QPSZ_01ic,点兵棋盘沙2,DianBingWT_QPSZ_01,,15,"7,10",1,1,1,1,1,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000412,点兵棋盘沙3,17,,1,DianBingWT_QPSZ_02ic,点兵棋盘沙3,DianBingWT_QPSZ_02,,15,"7,10",1,1,1,1,1,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000501,分食蛋1,5,,4,FengShiWT_FengShiJD_00ic,分食蛋1,FengShiWT_FengShiJD_00,,15,0,0,0,64,64,64,0,0,,,,,,,,,,,,,1,,,,10001,,,1002,
10000502,分食蛋2,5,,4,FengShiWT_FengShiYD_00ic,分食蛋2,FengShiWT_FengShiYD_00,,15,0,0,0,64,64,64,0,0,,,,,,,,,,,,,1,,,,10001,,,1002,
10000503,袋装饲料,5,,4,FengShiWT_DaiZhuangSL_00ic,袋装饲料,FengShiWT_DaiZhuangSL_00,,"15,15;15,15","7,10",0,0,133,133,133,0,"0,0;0,0",,,,,,,,,,,,,1,,,,10001,,,1002,
10000504,小堆饲料,5,,4,FengShiWT_XiaoDuiSL_00ic,小堆饲料,FengShiWT_XiaoDuiSL_00,,"15,15;15,15","7,10",0,0,146,146,146,0,"0,0;0,0",,,,,,,,,,,,,1,,,,10001,,,1002,
10000505,大堆饲料,5,,4,FengShiWT_DaDduiSL_00ic,大堆饲料,FengShiWT_DaDduiSL_00,,"15,15,15,15;15,15,15,15;15,15,15,15;15,15,15,15","7,10",0,0,230,230,230,0,"0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0",,,,,,,,,,,,,1,,,,10001,,,1002,
10000506,小鸡孵化器,5,,4,FengShiWT_XiaoJiFHQ_00ic,小鸡孵化器,FengShiWT_XiaoJiFHQ_00,,"15,15;15,15;15,15;15,15;15,15","7,10",0,0,190,190,190,0,"0,0;0,0;0,0;0,0;0,0",,,,,,,,,,,,,1,,,,10001,,,1002,
10000507,小鸭孵化器,5,,4,FengShiWT_XiaoYaFHQ_00ic,小鸭孵化器,FengShiWT_XiaoYaFHQ_00,,"15,15;15,15;15,15;15,15;15,15","7,10",0,0,190,190,190,0,"0,0;0,0;0,0;0,0;0,0",,,,,,,,,,,,,1,,,,10001,,,1002,
10000508,一筐蛋,5,,4,FengShiWT_YiKuangDan_00ic,一筐蛋,FengShiWT_YiKuangDan_00,,"15,15,15;15,15,15;15,15,15","7,10",0,0,285,285,285,0,"0,0,0;0,0,0;0,0,0",,,,,,,,,,,,,1,,,,10001,,,1002,
10000509,分食计数器,5,,4,FengShiWT_FengShiJSQ_00ic,分食计数器,FengShiWT_FengShiJSQ_00,,15,0,0,0,62,62,62,0,0,,,,,,,,,,,,,1,,,,10001,,,1002,
10000510,分食蛋,5,,4,FengShiWT_FengShiDan_00ic,分食蛋,FengShiWT_FengShiDan_00,,15,"7,10",0,0,65,65,65,0,0,,,,,,,,,,,,,1,,,,10001,,,1002,
10000511,分食栅栏,5,,4,FengShiWT_FengShiZhaLan_00ic,分食栅栏,FengShiWT_FengShiZhaLan_00,,15,"7,10,17",0,0,40,40,40,0,0,,,,,,,,,,,,,1,,,,10001,,,1002,
10000512,苹果,5,,4,cm_1_1_06ic,苹果,cm_1_1_06,,15,0,0,1,35,1,1,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000513,梨,5,,4,cm_1_1_07ic,梨,cm_1_1_07,,15,0,0,1,55,1,1,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000514,电子秤,5,,4,cm_2_2_05ic,电子秤,cm_2_2_05,,"15,15;15,15",0,0,1,60,60,60,0,"15,15;15,15",,,,,,,,,,,,,1,,,,10001,,,1002,
10000515,售货员,5,,4,FengShiWT_NPC01_00ic,售货员,FengShiWT_NPC01_00,,15,0,0,0,175,175,175,0,0,,,,,,,,,,,,,1,,,,10001,,,1002,
10000516,厨师,5,,4,FengShiWT_NPC02_00ic,厨师,FengShiWT_NPC02_00,,15,0,0,0,195,195,195,0,0,,,,,,,,,,,,,1,,,,10001,,,1002,
10000517,兔子,5,,4,FengShiWT_XiaoTu_00ic,兔子,FengShiWT_XiaoTu_00,,15,0,0,0,70,70,70,0,0,,,,,,,,,,,,,1,,,,10001,,,1002,
10000601,井字棋棋子,5,,4,JingZhiQi_HeiTaoQ_00ic,井字棋棋子,JingZhiQi_HeiTaoQ_00,,"15,15;15,15",0,0,1,47,47,47,0,"0,0;0,0",,,,,,,,,,,,,1,,,,10001,,,1002,
10000602,井字棋棋盘,5,,4,JingZhiQi_QiPan_00ic,井字棋棋盘,JingZhiQi_QiPan_00,,"15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15","7,10,17",0,1,8,8,8,0,"15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15",,,,,,,,,,,,,0,,,,10001,,,1002,
10000603,井字棋展示板,5,,4,JingZhiQi_XiaQiBan_00ic,井字棋展示板,JingZhiQi_XiaQiBan_00,,"15,15","7,10,17",0,0,192,192,192,0,"0,0",,,,,,,,,,,,,1,,,,10001,,,1002,
10000604,井字棋棋子,5,,4,JingZhiQi_HeiTaoQ_00ic,井字棋棋子,JingZhiQi_HeiTaoQ_00,,"15,15;15,15",0,0,1,47,47,47,0,"0,0;0,0",,,,,,,,,,,,,1,,,,10001,,,1002,
10000701,餐馆盘子,5,,4,CanGuanWT_CanPan_00ic,餐馆盘子,CanGuanWT_CanPan_00,,15,0,0,1,8,8,8,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000702,餐馆餐台,5,,4,CanGuanWT_CanTai_00ic,餐馆餐台,CanGuanWT_CanTai_00,,15,0,0,1,57,57,57,0,0,,,,,,,,,,,,,1,,,,10001,,,1002,
10000703,餐馆多菜食材,5,,4,CanGuanWT_CGCaiDuo_00ic,餐馆多菜食材,CanGuanWT_CGCaiDuo_00,,15,0,0,0,43,43,43,0,0,,,,,,,,,,,,,1,,,,10001,,,1002,
10000704,餐馆菜价牌,5,,4,CanGuanWT_CGCaiJiaBan_00ic,餐馆菜价牌,CanGuanWT_CGCaiJiaBan_00,,15;15;15;15,0,0,0,240,240,240,0,0;0;0;0,,,,,,,,,,,,,1,,,,10001,,,1002,
10000705,餐馆少菜食材,5,,4,CanGuanWT_CGCaiShao_00ic,餐馆少菜食材,CanGuanWT_CGCaiShao_00,,15,0,0,0,34,34,34,0,0,,,,,,,,,,,,,1,,,,10001,,,1002,
10000706,餐馆出餐口,5,,4,CanGuanWT_CGChuCanKou_00ic,餐馆出餐口,CanGuanWT_CGChuCanKou_00,,"15,15;15,15;15,15",0,0,1,50,50,50,0,"0,0;0,0;0,0",,,,,,,,,,,,,1,,,,10001,,,1002,
10000707,餐馆煎锅,5,,4,CanGuanWT_CGJianGuo_00ic,餐馆煎锅,CanGuanWT_CGJianGuo_00,,15,0,0,1,23,23,23,0,0,,,,,,,,,,,,,1,,,,10001,,,1002,
10000708,餐馆煎肉,5,,4,CanGuanWT_CGJianRou_00ic,餐馆煎肉,CanGuanWT_CGJianRou_00,,15,0,0,0,12,12,12,0,0,,,,,,,,,,,,,1,,,,10001,,,1002,
10000709,餐馆空黑板,5,,4,CanGuanWT_CGKongHeiBan_00ic,餐馆空黑板,CanGuanWT_CGKongHeiBan_00,,"15,15;15,15;15,15;15,15","7,10,17",0,0,208,208,208,0,"0,0;0,0;0,0;0,0",,,,,,,,,,,,,1,,,,10001,,,1002,
10000710,餐馆墙壁左,5,,4,CanGuanWT_CGQiangBi_00ic,餐馆墙壁左,CanGuanWT_CGQiangBi_00,,"15,15",0,0,1,178,178,178,0,"0,0",,,,,,,,,,,,,1,,,,10001,,,1002,
10000711,餐馆墙壁右,5,,4,CanGuanWT_CGQiangBi_01ic,餐馆墙壁右,CanGuanWT_CGQiangBi_01,,15;15,0,0,1,178,178,178,0,0;0,,,,,,,,,,,,,1,,,,10001,,,1002,
10000712,餐馆青菜炒肉,5,,4,CanGuanWT_CGQinCaiRou_00ic,餐馆青菜炒肉,CanGuanWT_CGQinCaiRou_00,,15,0,0,0,19,19,19,0,0,,,,,,,,,,,,,1,,,,10001,,,1002,
10000713,餐馆生菜,5,,4,CanGuanWT_CGShengCai_00ic,餐馆生菜,CanGuanWT_CGShengCai_00,,15,0,0,1,1,1,1,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000714,餐馆生肉,5,,4,CanGuanWT_CGShengRou_00ic,餐馆生肉,CanGuanWT_CGShengRou_00,,15,0,0,1,6,6,6,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000715,餐馆收银机,5,,4,CanGuanWT_CGShouYinJi_00ic,餐馆收银机,CanGuanWT_CGShouYinJi_00,,15,0,0,0,120,120,120,0,0,,,,,,,,,,,,,1,,,,10001,,,1002,
10000716,餐馆放菜台,5,,4,CanGuanWT_CGZuoFangCai_00ic,餐馆放菜台,CanGuanWT_CGZuoFangCai_00,,"15,15",0,0,1,57,57,57,0,"0,0",,,,,,,,,,,,,1,,,,10001,,,1002,
10000717,餐馆放肉台,5,,4,CanGuanWT_CGZuoFangRou_00ic,餐馆放肉台,CanGuanWT_CGZuoFangRou_00,,"15,15",0,0,1,57,57,57,0,"0,0",,,,,,,,,,,,,1,,,,10001,,,1002,
10000718,餐馆凳子,5,,4,CanGuanWT_DenZi_00ic,餐馆凳子,CanGuanWT_DenZi_00,,15,0,0,1,55,55,55,0,0,,,,,,,,,,,,,1,,,,10001,,,1002,
10000801,答题大地板,5,,4,DaTiDao_DaDiBan_00ic,答题大地板,DaTiDao_DaDiBan_00,,"15,15;15,15",0,0,1,8,8,8,0,"15,15;15,15",,,,,,,,,,,,,0,,,,10001,,,1002,
10000802,答题问题板,5,,4,DaTiDao_DaTiBan_00ic,答题问题板,DaTiDao_DaTiBan_00,,"15,15,15",0,0,1,220,220,220,0,"0,0,0",,,,,,,,,,,,,1,,,,10001,,,1002,
10000803,答题错按钮,5,,4,DaTiDao_DTCuoWuAN_00ic,答题错按钮,DaTiDao_DTCuoWuAN_00,,15,0,0,1,7,1,1,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000804,答题对按钮,5,,4,DaTiDao_DTGouAN_00ic,答题对按钮,DaTiDao_DTGouAN_00,,15,0,0,1,7,1,1,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000805,答题01方块,5,,4,DaTiDao_FK01_00ic,答题01方块,DaTiDao_FK01_00,,15,0,1,1,75,75,75,0,0,,,,,,,,,,,,,1,,,,10001,,,1002,
10000806,答题绿方块,5,,4,DaTiDao_FKLvZhuan_00ic,答题绿方块,DaTiDao_FKLvZhuan_00,,15,0,1,1,75,75,75,0,0,,,,,,,,,,,,,1,,,,10001,,,1002,
10000807,答题符号方块,5,,4,DaTiDao_FKShuXueFu_00ic,答题符号方块,DaTiDao_FKShuXueFu_00,,15,0,1,1,75,75,75,0,0,,,,,,,,,,,,,1,,,,10001,,,1002,
10000808,答题透明方块,5,,4,DaTiDao_FKTouMing_00ic,答题透明方块,DaTiDao_FKTouMing_00,,15,0,1,1,75,75,75,0,0,,,,,,,,,,,,,1,,,,10001,,,1002,
10000809,答题运算方块,5,,4,DaTiDao_FKYunSuanFu_00ic,答题运算方块,DaTiDao_FKYunSuanFu_00,,15,0,1,1,75,75,75,0,0,,,,,,,,,,,,,1,,,,10001,,,1002,
10000810,答题紫方块,5,,4,DaTiDao_FKZiZhuan_00ic,答题紫方块,DaTiDao_FKZiZhuan_00,,15,0,1,1,75,75,75,0,0,,,,,,,,,,,,,1,,,,10001,,,1002,
10000811,答题墙暗黄,5,,4,DaTiDao_Qiang_00ic,答题墙暗黄,DaTiDao_Qiang_00,,"15,15,15",0,0,1,75,75,75,0,"0,0,0",,,,,,,,,,,,,1,,,,10001,,,1002,
10000812,答题墙亮黄,5,,4,DaTiDao_Qiang_01ic,答题墙亮黄,DaTiDao_Qiang_01,,"15,15,15",0,0,1,75,75,75,0,"0,0,0",,,,,,,,,,,,,1,,,,10001,,,1002,
10000813,答题守卫背面,5,,4,DaTiDao_WJBBeiMian_00ic,答题守卫背面,DaTiDao_WJBBeiMian_00,,15,0,0,0,325,325,325,0,0,,,,,,,,,,,,,1,,,,10001,,,1002,
10000814,答题守卫正面,5,,4,DaTiDao_WJBZhengMian_00ic,答题守卫正面,DaTiDao_WJBZhengMian_00,,15,0,0,0,325,325,325,0,0,,,,,,,,,,,,,1,,,,10001,,,1002,
10000815,答题问号柱,5,,4,DaTiDao_ZhuZi_00ic,答题问号柱,DaTiDao_ZhuZi_00,,15,0,0,0,230,230,230,0,0,,,,,,,,,,,,,1,,,,10001,,,1002,
10000816,答题问号,5,,4,DaTiDao_DaTiWenHao_00ic,答题问号,DaTiDao_DaTiWenHao_00,,15,0,0,0,165,165,165,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000901,种树双轨道,5,,4,ZhongShuWT_GuiDaoSuan_00ic,种树双轨道,ZhongShuWT_GuiDaoSuan_00,,15,0,0,1,8,8,8,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000902,种树右轨道,5,,4,ZhongShuWT_GuiDaoYou_00ic,种树右轨道,ZhongShuWT_GuiDaoYou_00,,15,0,0,1,8,8,8,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000903,种树左轨道,5,,4,ZhongShuWT_GuiDaoZuo_00ic,种树左轨道,ZhongShuWT_GuiDaoZuo_00,,15,0,0,1,8,8,8,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000904,种树控制台,5,,4,ZhongShuWT_KongZhiJi_00ic,种树控制台,ZhongShuWT_KongZhiJi_00,,"15,15;15,15",0,0,0,60,60,60,0,"0,0;0,0",,,,,,,,,,,,,1,,,,10001,,,1002,
10000905,种树用树,5,,4,ZhongShuWT_Shu_00ic,种树用树,ZhongShuWT_Shu_00,,15,0,0,0,1,1,1,0,15,,,,,,,,,,,,,1,,,,10001,,,1002,
10000906,种树土壤,17,,4,ZhongShuWT_TuRang_00ic,种树土壤,ZhongShuWT_TuRang_00,,15,0,0,1,14,8,8,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000907,种树植树器,5,,4,ZhongShuWT_ZhongShuQi_00ic,种树植树器,ZhongShuWT_ZhongShuQi_00,,15,0,0,0,175,175,175,0,15,,,,,,,,,,,,,1,,,,10001,,,1002,
10001001,初心草垛,5,,4,iccx_1_1_01,初心草垛,cx_1_1_01,,15,0,0,1,60,60,60,0,0,,,,,,,,,,,,,1,,,,10001,,,1002,
10001002,初心地表,17,,4,cx_1_1_05ic,初心地表,cx_1_1_05,,15,7,0,1,1,1,1,0,15,,,,,,,,,,,,,1,,,,10001,,,1002,
10001003,回归初心,5,,4,DaTiDao_DaTiWenHao_00ic,回归初心,cx_2_5_01,,"15,15,15,15,15;15,15,15,15,15",0,0,1,43,43,43,0,"0,0,0,0,0;0,0,0,0,0",,,,,,,,,,,,,1,,,,10001,,,1002,
10001004,爱心草垛,5,,4,cx_3_4_01ic,爱心草垛,cx_3_4_01,,"15,15,15,15;15,15,15,15;15,15,15,15",0,0,1,65,65,65,0,"0,0,0,0;0,0,0,0;0,0,0,0",,,,,,,,,,,,,1,,,,10001,,,1002,
10001005,啊栗小屋,5,,4,cx_3_4_02ic,啊栗小屋,cx_3_4_02,,"15,15,15,15;15,15,15,15;15,15,15,15",0,0,1,162,162,162,0,"0,0,0,0;0,0,0,0;0,0,0,0",,,,,,,,,,,,,1,,,,10001,,,1002,
10001006,小贝雕像,5,,4,cx_4_5_01ic,小贝雕像,cx_4_5_01,,"15,15,15,15,15;15,15,15,15,15;15,15,15,15,15;15,15,15,15,15",0,0,1,280,280,280,0,"0,0,0,0,0;0,0,0,0,0;0,0,0,0,0;0,0,0,0,0",,,,,,,,,,,,,1,,,,10001,,,1002,
10001007,初心课本,5,,4,QiQiqoWT_book_01,初心课本,QiQiqoWT_book_01,,"15,15,15;15,15,15;15,15,15;15,15,15;15,15,15",0,0,1,400,400,400,0,"0,0,0;0,0,0;0,0,0;0,0,0;0,0,0",,,,,,,,,,,,,1,,,,10001,,,1002,
10001008,初心甜点屋,5,,4,DaTiDao_DaTiWenHao_00ic,初心甜点屋,cx_5_6_01,,"15,15,15,15,15,15;15,15,15,15,15,15;15,15,15,15,15,15;15,15,15,15,15,15;15,15,15,15,15,15",0,0,1,260,260,260,0,"0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0",,,,,,,,,,,,,1,,,,10001,,,1002,
10001009,HAPPY CODE,5,,4,DaTiDao_DaTiWenHao_00ic,HAPPY CODE,cx_6_2_01,,"15,15;15,15;15,15;15,15;15,15;15,15",0,0,1,288,288,288,0,"0,0;0,0;0,0;0,0;0,0;0,0",,,,,,,,,,,,,1,,,,10001,,,1002,
10001010,初心雕像,5,,4,QiQiqoWT_BlockSquare_01,初心雕像,QiQiqoWT_BlockSquare_01,,"15,15,15,15,15,15;15,15,15,15,15,15;15,15,15,15,15,15;15,15,15,15,15,15;15,15,15,15,15,15;15,15,15,15,15,15;15,15,15,15,15,15",0,0,1,265,265,265,0,"0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0;0,0,0,0,0,0",,,,,,,,,,,,,1,,,,10001,,,1002,
10001011,初心大地表,17,,4,DaTiDao_DaTiWenHao_00ic,初心大地表,cx_15_13_01,,"15,15,15,15,15,15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15,15,15,15,15,15",7,0,1,1,1,1,0,"15,15,15,15,15,15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15,15,15,15,15,15",,,,,,,,,,,,,0,,,,10001,,,1002,
10001101,水泥地板1,5,,4,QiQiqoWT_ShuiNiDiBan_01,水泥地板1,QiQiqoWT_ShuiNiDiBan_01,,15,0,0,1,1,1,1,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10001102,水泥地板2,5,,4,QiQiqoWT_ShuiNiDiBan_02,水泥地板2,QiQiqoWT_ShuiNiDiBan_02,,15,0,0,1,1,1,1,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10001103,水泥地板3,5,,4,QiQiqoWT_ShuiNiDiBan_03,水泥地板3,QiQiqoWT_ShuiNiDiBan_03,,15,0,0,1,1,1,1,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10001104,水泥地板4,5,,4,QiQiqoWT_ShuiNiDiBan_04,水泥地板4,QiQiqoWT_ShuiNiDiBan_04,,15,0,0,1,1,1,1,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
