物件ID1,物件名称1,素材分组,"类型
专门用于前置物件判定
还有代码块类型筛选判断","建筑背包分类
（素材库的分类）",素材标签,Entity的Icon,Entity的描述,纹理1,补充纹理,动画名字,物件逻辑投影,建造高度,属性控件,代码库,行走矮边高,行走高边高,物件高边 ,通行方向,是否是地块,idle效果,场景效果根锚点,,光效,光效锚点偏移,掉落,素材库展示类型,正视角素材库ICON,正视角地图纹理,正视角地图建造高度,正视角地图行走矮边高,正视角地图行走高边高,正视角地图效果根锚点,正视角地图光效锚点偏移,"资源类型
1：2D贴图（默认）
2：2D动画
3：3D模型","资源路径
- 不用后缀
- 相对各自文件夹目录",朝向相机,"是否水平放置
- 比如地板
- 对3D无效"
10000250,代码块连线4,10000247,10,1,线,QiQiqoWT_thread4,代码块连线4,QiQiqoWT_thread4,,,15,0,10001,1002,0,0,0,15,,,,,,,,0,,,,,,,,,,,
10000251,代码块连线5,10000247,10,1,线,QiQiqoWT_thread5,代码块连线5,QiQiqoWT_thread5,,,15,0,10001,1002,0,0,0,15,,,,,,,,0,,,,,,,,,,,
10000252,代码块连线6,10000247,10,1,线,QiQiqoWT_thread6,代码块连线6,QiQiqoWT_thread6,,,15,0,10001,1002,0,0,0,15,,,,,,,,0,,,,,,,,,,,
10000253,代码块连线7,10000247,10,1,线,QiQiqoWT_thread7,代码块连线7,QiQiqoWT_thread7,,,15,0,10001,1002,0,0,0,15,,,,,,,,0,,,,,,,,,,,
10000254,平头树,,5,4,,QiQiqoWT_PingTouShu_00ic,平头树,zxmt_tsd_shu2,,,15,335,10001,1002,335,335,0,0,,,,,,,,1,,,,,,,,,,1,
10000255,有鸟的树,,5,4,,QiQiqoWT_YouNiaoDeShu_00ic,有鸟的树,cx_2_2_01,,,15,330,10001,1002,330,330,0,0,,,,,,,,1,,,,,,,,,,1,
10000256,小橙花,,5,4,,QiQiqoWT_XiaoChenHua_00ic,小橙花,cx_1_1_02,,,15,1,10001,1002,1,1,0,15,,,,,,,,1,,,,,,,,,,1,
10000257,三朵樱花,10000257,5,4,花,QiQiqoWT_SanDuoHua_00ic,三朵樱花,caoyuanmt1003,,,15,1,10001,1002,1,1,0,15,,,,,,,,1,,,,,,,,,,1,
10000258,两朵樱花,10000257,5,4,花,caoyuanmt1002ic,两朵樱花,caoyuanmt1002,,,15,1,10001,1002,1,1,0,15,,,,,,,,1,,,,,,,,,,1,
10000259,整束樱花,,5,4,花,ictl_1_1_06,整束樱花,tl_1_1_06,,,15,1,10001,1002,1,1,0,15,,,,,,,,1,,,,,,,,,,1,
10000260,七桥栅栏,,5,1,"栅栏,围栏",tl_2_1_01ic,七桥栅栏,tl_2_1_01,,,15;15,110,10001,1002,110,110,0,0;0,,,,,,,,1,,,,,,,,,,1,
10000261,三棵树,,5,4,树,wgk_2_1_01ic,三棵树,wgk_2_1_01,,,15;15,235,10001,1002,235,235,0,0;0,,,,,,,,1,,,,,,,,,,1,
10000262,代码块连线8,10000247,10,1,线,QiQiqoWT_thread8,代码块连线8,QiQiqoWT_thread8,,,15,0,10001,1002,0,0,0,15,,,,,,,,1,,,,,,,,,,1,
10000263,对错按钮,,5,8,,DaTiDao_DTCuoWuAN_00ic,答题错按钮,DaTiDao_DTCuoWuAN_00,,,15,7,10001,1002,1,1,0,15,,,,,,,,1,,,,,,,,,,1,
10000264,一格桥,,2,1,,QiQiqoWT_WuShuiQiao_00ic,一格桥,QiQiqoWT_WuShuiQiao_00,,,15,35,10001,1002,35,35,0,15,,,,,,,,1,,,,,,,,,,1,
10000265,代码块底纹3-变化,10000245,10,8,代码块,QiQiqoWT_codeBlock7ic,代码块底纹3-变化,QiQiqoWT_codeBlock7,,,"15,15",0,10001,1002,0,0,0,"15,15",,,,,,,,0,,,,,,,,,,,
10000266,代码块底纹4-充能,10000245,10,8,代码块,QiQiqoWT_codeBlock7ic,代码块底纹4-充能,QiQiqoWT_codeBlock8,,,"15,15",0,10001,1002,0,0,0,"15,15",,,,,,,,0,,,,,,,,,,,
10000267,代码块-当被碰到,10000240,5,8,代码块,QiQiqoWT_codeBlock5ic,代码块-当被碰到,QiQiqoWT_codeBlock11,,,"15,15",35,10001,1002,35,35,0,"0,0",,,,,,,,0,,,,,,,,,,,
10000268,代码块-充能,10000240,5,8,代码块,QiQiqoWT_codeBlock5ic,代码块-充能,QiQiqoWT_codeBlock10,,,"15,15",35,10001,1002,35,35,0,"0,0",,,,,,,,0,,,,,,,,,,,
10000269,3点3桥大黑板,10000206,5,9,,QiQiqoWT_3D3QDHB_01ic,3点3桥大黑板,QiQiqoWT_3D3QDHB_01,,,"15,15;15,15;15,15;15,15",120,10001,1002,120,120,0,"0,0;0,0;0,0;0,0",,,,,,,,1,,,,,,,,,,,
10000270,4点5桥大黑板,10000206,5,9,,QiQiqoWT_4D5QDHB_00ic,4点5桥大黑板,QiQiqoWT_4D5QDHB_00,,,"15,15;15,15;15,15;15,15",120,10001,1002,120,120,0,"0,0;0,0;0,0;0,0",,,,,,,,1,,,,,,,,,,,
10000271,梅花,,5,4,,QiQiqoWT_MeiHua01,梅花,QiQiqoWT_MeiHua01,,,15,1,10001,1002,1,1,0,15,,,,,,,,1,,,,,,,,,,1,
10000272,喷泉,,5,2,喷泉,QiQiqoWT_Spring_00ic,喷泉,QiQiqoWT_Spring_00,,,"15,15;15,15",180,10001,1002,180,180,0,"0,0;0,0",,,,,,,,1,,,,,,,,,,1,
10000273,七桥装饰水6,,7,-2,,QiQiqoWT_KeJianShui_06,七桥装饰水6,QiQiqoWT_KeJianShui_06,,,15,1,10001,1002,1,1,0,0,1,,,,,,,1,Z_zxcell_cy2_DK,Z_zxcell_cy2_DK,75,75,75,,,,,1,
10000274,长椅正面,10000274,5,9,椅子,QiQiqoWT_changyi_01ic,长椅正面,QiQiqoWT_changyi_01,,,"15,15;15,15",40,10001,1002,40,40,0,"15,15;15,15",,,,,,,,1,,,,,,,,,,,
10000275,长椅背面,10000274,5,9,椅子,QiQiqoWT_changyi_02ic,长椅背面,QiQiqoWT_changyi_02,,,"15,15;15,15",40,10001,1002,40,40,0,"15,15;15,15",,,,,,,,1,,,,,,,,,,,
10000276,花盆,,5,9,花盆,QiQiqoWT_flower_01,花1,QiQiqoWT_flower_01,,,15,85,10001,1002,85,85,0,15,,,,,,,,1,,,,,,,,,,,
10000277,花坛,,5,9,花槽,QiQiqoWT_flower_02ic,花2,QiQiqoWT_flower_02,,,15;15,95,10001,1002,95,95,0,0;0,,,,,,,,1,,,,,,,,,,,
10000278,花瓣,,5,9,花,QiQiqoWT_flower_03,花3,QiQiqoWT_flower_03,,,15,1,10001,1002,1,1,0,15,,,,,,,,1,,,,,,,,,,,
10000279,花4,,5,4,,QiQiqoWT_flower_04,花4,QiQiqoWT_flower_04,,,15,100,10001,1002,100,100,0,15,,,,,,,,1,,,,,,,,,,1,
10000280,灌木1,10000280,5,4,灌木,QiQiqoWT_Guanmu_01,灌木1,QiQiqoWT_Guanmu_01,,,15,70,10001,1002,70,70,0,15,,,,,,,,1,,,,,,,,,,1,
10000281,灌木2,10000280,5,4,灌木,QiQiqoWT_Guanmu_02,灌木2,QiQiqoWT_Guanmu_02,,,15,70,10001,1002,70,70,0,15,,,,,,,,1,,,,,,,,,,1,
10000282,灌木3,10000280,5,4,灌木,QiQiqoWT_Guanmu_03,灌木3,QiQiqoWT_Guanmu_03,,,15,70,10001,1002,70,70,0,15,,,,,,,,1,,,,,,,,,,1,
10000283,灌木4,10000280,5,4,灌木,QiQiqoWT_Guanmu_04,灌木4,QiQiqoWT_Guanmu_04,,,15,70,10001,1002,70,70,0,15,,,,,,,,1,,,,,,,,,,1,
10000284,灌木5,10000280,5,4,灌木,QiQiqoWT_Guanmu_05,灌木5,QiQiqoWT_Guanmu_05,,,15,70,10001,1002,70,70,0,15,,,,,,,,1,,,,,,,,,,1,
10000285,灌木6,10000280,5,4,灌木,QiQiqoWT_Guanmu_06,灌木6,QiQiqoWT_Guanmu_06,,,15,70,10001,1002,70,70,0,15,,,,,,,,1,,,,,,,,,,1,
10000286,灌木7,10000280,5,4,灌木,QiQiqoWT_Guanmu_07,灌木7,QiQiqoWT_Guanmu_07,,,15,70,10001,1002,70,70,0,15,,,,,,,,1,,,,,,,,,,1,
10000287,灌木8,10000280,5,4,灌木,QiQiqoWT_Guanmu_08,灌木8,QiQiqoWT_Guanmu_08,,,15,70,10001,1002,70,70,0,15,,,,,,,,1,,,,,,,,,,1,
10000288,灌木9,10000280,5,4,灌木,QiQiqoWT_Guanmu_09,灌木9,QiQiqoWT_Guanmu_09,,,15,70,10001,1002,70,70,0,15,,,,,,,,1,,,,,,,,,,1,
10000289,花坛1,10000289,5,1,花坛,QiQiqoWT_Huatan_01,花坛1,QiQiqoWT_Huatan_01,,,15,1,10001,1002,1,1,0,15,,,,,,,,1,,,,,,,,,,1,
10000290,花坛2,10000289,5,1,花坛,QiQiqoWT_Huatan_02,花坛2,QiQiqoWT_Huatan_02,,,15,1,10001,1002,1,1,0,15,,,,,,,,1,,,,,,,,,,1,
10000291,花坛3,10000289,5,1,花坛,QiQiqoWT_Huatan_03,花坛3,QiQiqoWT_Huatan_03,,,15,1,10001,1002,1,1,0,15,,,,,,,,1,,,,,,,,,,1,
10000292,花坛4,10000289,5,1,花坛,QiQiqoWT_Huatan_04,花坛4,QiQiqoWT_Huatan_04,,,15,1,10001,1002,1,1,0,15,,,,,,,,1,,,,,,,,,,1,
10000293,花坛5,10000289,5,1,花坛,QiQiqoWT_Huatan_05,花坛5,QiQiqoWT_Huatan_05,,,15,1,10001,1002,1,1,0,15,,,,,,,,1,,,,,,,,,,1,
10000294,花坛6,10000289,5,1,花坛,QiQiqoWT_Huatan_06,花坛6,QiQiqoWT_Huatan_06,,,15,1,10001,1002,1,1,0,15,,,,,,,,1,,,,,,,,,,1,
10000295,路灯1,,5,8,灯,QiQiqoWT_Ludeng_01,路灯1,QiQiqoWT_Ludeng_01,,,15,1,10001,1002,1,1,0,0,,,,,"f4ff98,450,1","-30,133",,1,,,,,,,,,,1,
10000296,路灯2,,5,8,灯,QiQiqoWT_Ludeng_02,路灯2,QiQiqoWT_Ludeng_02,,,15,1,10001,1002,1,1,0,0,,,,,"f4ff98,450,1","0,110",,1,,,,,,,,,,1,
10000297,石墩1,10000297,5,1,石墩,QiQiqoWT_shidun_01,石墩1,QiQiqoWT_shidun_01,,,15,70,10001,1002,70,70,0,15,,,,,,,,1,,,,,,,,,,1,
10000298,石墩2,10000297,5,1,石墩,QiQiqoWT_shidun_02,石墩2,QiQiqoWT_shidun_02,,,15,70,10001,1002,70,70,0,15,,,,,,,,1,,,,,,,,,,1,
10000299,通行板子,,5,9,标识,QiQiqoWT_JinZhiBZ4_00,前方可通行,QiQiqoWT_JinZhiBZ4_00,,,15,100,10001,1002,100,100,0,15,,,,,,,,0,,,,,,,,,,,
10000301,砖块1,10000301,10,1,砖块,liangduan_1ic,两端问题-砖块1,liangduan_1,,,15,15,10001,1002,15,15,0,15,,,,,,,,1,,,,,,,,,,1,
10000302,砖块2,10000301,10,1,砖块,liangduan_2ic,两端问题-砖块2,liangduan_2,,,15,15,10001,1002,15,15,0,15,,,,,,,,1,,,,,,,,,,1,
10000303,土块,,10,1,土块,liangduan_3ic,两端问题-土块,liangduan_3,,,15,15,10001,1002,15,15,0,15,,,,,,,,1,,,,,,,,,,1,
10000304,路1,10000304,10,1,马路,liangduan_4ic,两端问题-路1,liangduan_4,,,15,5,10001,1002,5,5,0,15,,,,,,,,1,,,,,,,,,,1,
10000305,路2,10000304,10,1,马路,liangduan_5ic,两端问题-路2,liangduan_5,,,15,5,10001,1002,5,5,0,15,,,,,,,,1,,,,,,,,,,1,
10000306,路3,10000304,10,1,马路,liangduan_6ic,两端问题-路3,liangduan_6,,,15,5,10001,1002,5,5,0,15,,,,,,,,1,,,,,,,,,,1,
10000307,路4,10000304,10,1,马路,liangduan_7ic,两端问题-路4,liangduan_7,,,15,5,10001,1002,5,5,0,15,,,,,,,,1,,,,,,,,,,1,
10000308,路5,10000304,10,1,马路,liangduan_8ic,两端问题-路5,liangduan_8,,,15,5,10001,1002,5,5,0,15,,,,,,,,1,,,,,,,,,,1,
10000309,路6,10000304,10,1,马路,liangduan_9ic,两端问题-路6,liangduan_9,,,15,5,10001,1002,5,5,0,15,,,,,,,,1,,,,,,,,,,1,
10000310,路7,10000304,10,1,马路,liangduan_10ic,两端问题-路7,liangduan_10,,,15,5,10001,1002,5,5,0,15,,,,,,,,1,,,,,,,,,,1,
10000311,路8,10000304,10,1,马路,liangduan_11ic,两端问题-路8,liangduan_11,,,15,5,10001,1002,5,5,0,15,,,,,,,,1,,,,,,,,,,1,
10000312,路9,10000304,10,1,马路,liangduan_12ic,两端问题-路9,liangduan_12,,,15,5,10001,1002,5,5,0,15,,,,,,,,1,,,,,,,,,,1,
10000313,路10,10000304,10,1,马路,liangduan_13ic,两端问题-路10,liangduan_13,,,15,5,10001,1002,5,5,0,15,,,,,,,,1,,,,,,,,,,1,
10000314,路11,10000304,10,1,马路,liangduan_14,两端问题-路11,liangduan_14,,,15,5,10001,1002,5,5,0,15,,,,,,,,1,,,,,,,,,,1,
10000315,路12,10000304,10,1,马路,liangduan_15,两端问题-路12,liangduan_15,,,15,5,10001,1002,5,5,0,15,,,,,,,,1,,,,,,,,,,1,
10000316,路13,10000304,10,1,马路,liangduan_16,两端问题-路13,liangduan_16,,,15,5,10001,1002,5,5,0,15,,,,,,,,1,,,,,,,,,,1,
10000317,路14,10000304,10,1,马路,liangduan_17,两端问题-路14,liangduan_17,,,15,5,10001,1002,5,5,0,15,,,,,,,,1,,,,,,,,,,1,
10000318,路15,10000304,10,1,马路,liangduan_18,两端问题-路15,liangduan_18,,,15,5,10001,1002,5,5,0,15,,,,,,,,1,,,,,,,,,,1,
10000319,路16,10000304,10,1,马路,liangduan_19,两端问题-路16,liangduan_19,,,15,5,10001,1002,5,5,0,15,,,,,,,,1,,,,,,,,,,1,
10000320,路17,10000304,10,1,马路,liangduan_20,两端问题-路17,liangduan_20,,,15,5,10001,1002,5,5,0,15,,,,,,,,1,,,,,,,,,,1,
10000321,路18,10000304,10,1,马路,liangduan_21,两端问题-路18,liangduan_21,,,15,5,10001,1002,5,5,0,15,,,,,,,,1,,,,,,,,,,1,
10000322,路19,10000304,10,1,马路,liangduan_22,两端问题-路19,liangduan_22,,,15,5,10001,1002,5,5,0,15,,,,,,,,1,,,,,,,,,,1,
10000323,路20,10000304,10,1,马路,liangduan_23,两端问题-路20,liangduan_23,,,15,5,10001,1002,5,5,0,15,,,,,,,,1,,,,,,,,,,1,
10000324,路21,10000304,10,1,马路,liangduan_24,两端问题-路21,liangduan_24,,,15,5,10001,1002,5,5,0,15,,,,,,,,1,,,,,,,,,,1,
10000325,路22,10000304,10,1,马路,liangduan_25,两端问题-路22,liangduan_25,,,15,5,10001,1002,5,5,0,15,,,,,,,,1,,,,,,,,,,1,
10000326,路23,10000304,10,1,马路,liangduan_26,两端问题-路23,liangduan_26,,,15,5,10001,1002,5,5,0,15,,,,,,,,1,,,,,,,,,,1,
10000327,路24,10000304,10,1,马路,liangduan_27,两端问题-路24,liangduan_27,,,15,5,10001,1002,5,5,0,15,,,,,,,,1,,,,,,,,,,1,
10000328,路25,10000304,10,1,马路,liangduan_28,两端问题-路25,liangduan_28,,,15,5,10001,1002,5,5,0,15,,,,,,,,1,,,,,,,,,,1,
10000329,路26,10000304,10,1,马路,liangduan_29,两端问题-路26,liangduan_29,,,15,5,10001,1002,5,5,0,15,,,,,,,,1,,,,,,,,,,1,
10000330,路27,10000304,10,1,马路,liangduan_30,两端问题-路27,liangduan_30,,,15,5,10001,1002,5,5,0,15,,,,,,,,1,,,,,,,,,,1,
10000331,路28,10000304,10,1,马路,liangduan_31,两端问题-路28,liangduan_31,,,15,5,10001,1002,5,5,0,15,,,,,,,,1,,,,,,,,,,1,
10000332,路29,10000304,10,1,马路,liangduan_32,两端问题-路29,liangduan_32,,,15,5,10001,1002,5,5,0,15,,,,,,,,1,,,,,,,,,,1,
10000333,路30,10000304,10,1,马路,liangduan_33,两端问题-路30,liangduan_33,,,15,5,10001,1002,5,5,0,15,,,,,,,,1,,,,,,,,,,1,
10000334,路31,10000304,10,1,马路,liangduan_34,两端问题-路31,liangduan_34,,,15,5,10001,1002,5,5,0,15,,,,,,,,1,,,,,,,,,,1,
10000335,路32,10000304,10,1,马路,liangduan_35,两端问题-路32,liangduan_35,,,15,5,10001,1002,5,5,0,15,,,,,,,,1,,,,,,,,,,1,
10000336,覆盖物,,10,9,覆盖物,liangduan_36ic,两端问题-盖子,liangduan_36,,,"15,15,15,15",5,10001,1002,5,5,0,"15,15,15,15",,,,,,,,1,,,,,,,,,,,
10000337,井盖,,5,9,井盖,liangduan_37,两端问题-井盖,liangduan_37,,,15,5,10001,1002,5,5,0,15,,,,,,,,1,,,,,,,,,,,
10000338,路33,10000304,10,1,马路,liangduan_38,两端问题-路33,liangduan_38,,,15,5,10001,1002,5,5,0,15,,,,,,,,1,,,,,,,,,,1,
10000339,路34,10000304,10,1,马路,liangduan_39,两端问题-路34,liangduan_39,,,15,5,10001,1002,5,5,0,15,,,,,,,,1,,,,,,,,,,1,
10000340,路35,10000304,10,1,马路,liangduan_40,两端问题-路35,liangduan_40,,,15,5,10001,1002,5,5,0,15,,,,,,,,1,,,,,,,,,,1,
10000341,路36,10000304,10,1,马路,liangduan_41,两端问题-路36,liangduan_41,,,15,5,10001,1002,5,5,0,15,,,,,,,,1,,,,,,,,,,1,
10000342,路37,10000304,10,1,马路,liangduan_42,两端问题-路37,liangduan_42,,,15,5,10001,1002,5,5,0,15,,,,,,,,1,,,,,,,,,,1,
10000343,路38,10000304,10,1,马路,liangduan_43,两端问题-路38,liangduan_43,,,15,5,10001,1002,5,5,0,15,,,,,,,,1,,,,,,,,,,1,
10000344,路39,10000304,10,1,马路,liangduan_44,两端问题-路39,liangduan_44,,,15,5,10001,1002,5,5,0,15,,,,,,,,1,,,,,,,,,,1,
10000345,路40,10000304,10,1,马路,liangduan_45,两端问题-路40,liangduan_45,,,15,5,10001,1002,5,5,0,15,,,,,,,,1,,,,,,,,,,1,
10000346,路41,10000304,10,1,马路,liangduan_46,两端问题-路41,liangduan_46,,,15,5,10001,1002,5,5,0,15,,,,,,,,1,,,,,,,,,,1,
10000347,路42,10000304,10,1,马路,liangduan_47,两端问题-路42,liangduan_47,,,15,5,10001,1002,5,5,0,15,,,,,,,,1,,,,,,,,,,1,
10000348,路43,10000304,10,1,马路,liangduan_48,两端问题-路43,liangduan_48,,,15,5,10001,1002,5,5,0,15,,,,,,,,1,,,,,,,,,,1,
10000349,黄色的树,,5,4,树,liangduan_49,两端问题-路44,liangduan_49,,,15,1,10001,1002,0,0,0,15,,,,,,,,1,,,,,,,,,,1,
10000350,绿色的两叉树,,5,4,树,liangduan_50,两端问题-路45,liangduan_50,,,15,1,10001,1002,0,0,0,15,,,,,,,,1,,,,,,,,,,1,
10000351,浅绿色的树,,5,4,树,liangduan_51,两端问题-路46,liangduan_51,,,15,1,10001,1002,0,0,0,15,,,,,,,,1,,,,,,,,,,1,
10000352,秃顶的树,,5,4,树,liangduan_52,两端问题-路47,liangduan_52,,,15,1,10001,1002,0,0,0,15,,,,,,,,1,,,,,,,,,,1,
10000353,很方的树,,5,4,树,liangduan_53,两端问题-路48,liangduan_53,,,15,1,10001,1002,0,0,0,15,,,,,,,,1,,,,,,,,,,1,
10000354,雪糕树,,5,4,树,liangduan_54,两端问题-路49,liangduan_54,,,15,1,10001,1002,0,0,0,15,,,,,,,,1,,,,,,,,,,1,
10000355,前方施工,,5,9,路障,liangduan_55ic,前方施工,liangduan_55,,,15;15,70,10001,1002,80,80,0,15;15,,,,,,,,1,,,,,,,,,,,
10000356,小心地滑,,5,9,路障,liangduan_56,小心地滑,liangduan_56,,,15,75,10001,1002,75,75,0,15,,,,,,,,1,,,,,,,,,,,
10000357,路灯(前),10000357,5,8,灯,liangduan_57,路灯(前),liangduan_57,,,15,350,10001,1002,350,350,0,15,,,,,"f4ff98,450,1","-35,164",,1,,,,,,,,,,1,
10000358,路灯(后),10000357,5,8,灯,liangduan_60,路灯(后),liangduan_60,,,15,350,10001,1002,350,350,0,15,,,,,"f4ff98,450,1","-35,164",,1,,,,,,,,,,1,
10000401,点兵计数柱,,5,9,"石柱,图腾",DianBingWT_JSZ_00ic,点兵计数柱,DianBingWT_JSZ_00,,,15,235,10001,1002,235,235,0,0,,,,,,,,1,,,,,,,,,,,
10000402,点兵行列数,,5,9,地台,DianBingWT_HLS_00ic,点兵行列数,DianBingWT_HLS_00,,,15,50,10001,1002,50,50,0,0,,,,,,,,1,,,,,,,,,,,
10000403,白沙兵,,5,9,"埃及,雕像",DianBingWT_BSQ_00ic,白沙兵,DianBingWT_BSQ_00,,,15,170,10001,1002,170,170,0,0,,,,,,,,1,,,,,,,,,,,
10000404,黑沙兵,,5,9,"埃及,雕像",DianBingWT_HSQ_00ic,黑沙兵,DianBingWT_HSQ_00,,,15,170,10001,1002,170,170,0,0,,,,,,,,1,,,,,,,,,,,
10000405,点兵棋盘边缘,,10,1,棋盘,DianBingWT_QPBY_01ic,点兵棋盘边缘,DianBingWT_QPBY_01,,,"15,15",5,10001,1002,5,5,0,"15,15",,,,,,,,1,,,,,,,,,,1,
10000406,点兵棋盘角,,10,1,棋盘,DianBingWT_QPJ_00ic,点兵棋盘角,DianBingWT_QPJ_00,,,15,5,10001,1002,5,5,0,15,,,,,,,,1,,,,,,,,,,1,
10000407,数字答题器,,5,8,答题器,DianBingWT_DTQ_00ic,数字答题器,DianBingWT_DTQ_00,,,"15,15;15,15",70,10001,1002,70,70,0,"0,0;0,0",,,,,,,,1,,,,,,,,,,1,
10000408,点兵矮底座,10000408,10,1,地板,DianBingWT_QPDZ_00ic,点兵矮底座,DianBingWT_QPDZ_00,,,15,5,10001,1002,5,5,0,15,,,,,,,,1,,,,,,,,,,1,
10000409,点兵高底座,10000408,10,1,地板,DianBingWT_QPDZ_01ic,点兵高底座,DianBingWT_QPDZ_01,,,15,20,10001,1002,5,5,0,15,,,,,,,,1,,,,,,,,,,1,
10000410,点兵棋盘沙1,10000410,17,1,沙盘,DianBingWT_QPSZ_00ic,点兵棋盘沙1,DianBingWT_QPSZ_00,,,15,1,10001,1002,1,1,0,15,,,,,,,,1,,,,,,,,,,1,
10000411,点兵棋盘沙2,10000410,17,1,沙盘,DianBingWT_QPSZ_01ic,点兵棋盘沙2,DianBingWT_QPSZ_01,,,15,1,10001,1002,1,1,0,15,,,,,,,,1,,,,,,,,,,1,
10000412,点兵棋盘沙3,10000410,17,1,沙盘,DianBingWT_QPSZ_02ic,点兵棋盘沙3,DianBingWT_QPSZ_02,,,15,1,10001,1002,1,1,0,15,,,,,,,,1,,,,,,,,,,1,
10000501,分食蛋1,10000501,5,8,蛋,FengShiWT_FengShiJD_00ic,分食蛋1,FengShiWT_FengShiJD_00,,,15,64,10001,1002,64,64,0,0,,,,,,,,1,,,,,,,,,,1,
10000502,分食蛋2,10000501,5,8,蛋,FengShiWT_FengShiYD_00ic,分食蛋2,FengShiWT_FengShiYD_00,,,15,64,10001,1002,64,64,0,0,,,,,,,,1,,,,,,,,,,1,
10000503,袋装饲料,,5,8,饲料,FengShiWT_DaiZhuangSL_00ic,袋装饲料,FengShiWT_DaiZhuangSL_00,,,"15,15;15,15",133,10001,1002,133,133,0,"0,0;0,0",,,,,,,,1,,,,,,,,,,1,
10000504,小堆饲料,,5,8,饲料,FengShiWT_XiaoDuiSL_00ic,小堆饲料,FengShiWT_XiaoDuiSL_00,,,"15,15;15,15",146,10001,1002,146,146,0,"0,0;0,0",,,,,,,,1,,,,,,,,,,1,
10000505,大堆饲料,,5,8,饲料,FengShiWT_DaDduiSL_00ic,大堆饲料,FengShiWT_DaDduiSL_00,,,"15,15,15,15;15,15,15,15;15,15,15,15;15,15,15,15",230,10001,1002,230,230,0,"0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0",,,,,,,,1,,,,,,,,,,1,
10000506,小鸡孵化器,10000506,5,8,小鸡孵化器,FengShiWT_XiaoJiFHQ_00ic,小鸡孵化器,FengShiWT_XiaoJiFHQ_00,,,"15,15;15,15;15,15;15,15;15,15",190,10001,1002,190,190,0,"0,0;0,0;0,0;0,0;0,0",,,,,,,,1,,,,,,,,,,1,
10000507,小鸭孵化器,10000506,5,8,小鸡孵化器,FengShiWT_XiaoYaFHQ_00ic,小鸭孵化器,FengShiWT_XiaoYaFHQ_00,,,"15,15;15,15;15,15;15,15;15,15",190,10001,1002,190,190,0,"0,0;0,0;0,0;0,0;0,0",,,,,,,,1,,,,,,,,,,1,
10000508,一筐蛋,,5,8,蛋,FengShiWT_YiKuangDan_00ic,一筐蛋,FengShiWT_YiKuangDan_00,,,"15,15,15;15,15,15;15,15,15",285,10001,1002,285,285,0,"0,0,0;0,0,0;0,0,0",,,,,,,,1,,,,,,,,,,1,
10000509,分食计数器,,5,8,数字,FengShiWT_FengShiJSQ_00ic,分食计数器,FengShiWT_FengShiJSQ_00,,,15,62,10001,1002,62,62,0,0,,,,,,,,1,,,,,,,,,,1,
10000510,分食蛋,,5,8,蛋,FengShiWT_FengShiDan_00ic,分食蛋,FengShiWT_FengShiDan_00,,,15,65,10001,1002,65,65,0,0,,,,,,,,1,,,,,,,,,,1,
10000511,分食栅栏,,5,1,"栅栏,围栏",FengShiWT_FengShiZhaLan_00ic,分食栅栏,FengShiWT_FengShiZhaLan_00,,,15,40,10001,1002,40,40,0,0,,,,,,,,1,,,,,,,,,,1,
10000512,苹果,,5,,苹果,cm_1_1_06ic,苹果,cm_1_1_06,,,15,35,10001,1002,1,1,0,15,,,,,,,,1,,,,,,,,,,1,
10000513,梨,,5,,梨,cm_1_1_07ic,梨,cm_1_1_07,,,15,55,10001,1002,1,1,0,15,,,,,,,,1,,,,,,,,,,1,
10000514,电子秤,,5,8,称,cm_2_2_05ic,电子秤,cm_2_2_05,,,"15,15;15,15",60,10001,1002,60,60,0,"15,15;15,15",,,,,,,,1,,,,,,,,,,1,
10000515,售货员,,5,9,,FengShiWT_NPC01_00ic,售货员,FengShiWT_NPC01_00,,,15,175,10001,1002,175,175,0,0,,,,,,,,1,,,,,,,,,,,
10000516,厨师,,5,9,,FengShiWT_NPC02_00ic,厨师,FengShiWT_NPC02_00,,,15,195,10001,1002,195,195,0,0,,,,,,,,1,,,,,,,,,,,
10000517,兔子,,5,8,,FengShiWT_XiaoTu_00ic,兔子,FengShiWT_XiaoTu_00,,,15,70,10001,1002,70,70,0,0,,,,,,,,1,,,,,,,,,,1,
10000601,井字棋棋子,10000601,5,8,棋子,JingZhiQi_HeiTaoQ_00ic,井字棋棋子,JingZhiQi_HeiTaoQ_00,,,"15,15;15,15",47,10001,1002,47,47,0,"0,0;0,0",,,,,,,,1,,,,,,,,,,1,
10000602,井字棋棋盘,,5,2,棋盘,JingZhiQi_QiPan_00ic,井字棋棋盘,JingZhiQi_QiPan_00,,,"15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15",8,10001,1002,8,8,0,"15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15",,,,,,,,1,,,,,,,,,,1,
