物件ID,物件名称,Varia的Icon,Varia的描述,"类型
5.建筑物品
7.地块
8.资源（地图上刷出来的资源）
10.地板
11.墙面 
     1.普通墙面（自动建造会围绕着地板）
     2.栅栏（自动建造不围绕着地板）
     3.门（门后方不可建造其他物品）
12.窗户
17.地表（特指用于装饰地块的物件）",子类型,纹理1,补充纹理,行走矮边高,行走高边高,物件高边 ,物件逻辑投影,通行方向,物件形状,"是否多格物件（特指不切图装饰物）
1为多格物件
0不为多格物件","物件上是否可建造
0不能建造
1可以建造但不会被覆盖
2插旗时被删除",建造高度,"建造类型
1.储物类(ArchStorage)
2.制造类(ArchProduction)
3.提示类(ArchPrompt)
4.时间类(ArchProduction)
5.状态类(ArchStateSend)","制造id
对应自己制造类型表中的id",接受状态ids,功能扩展,地形类型,是否有缓动效果,场景效果根锚点,照亮范围,遮挡是否产生半透,不显示在代码块下拉中,idle效果,死亡效果
4060105,三层岩浆地2,cell_1_68,Varia表的描述没配置,5,,cell_1_68,,90,90,0,15,15,"1,1,15,15",0,1,90,,,,,3,,,,1,,,
4060106,三层岩浆地3,cell_1_68_cao2,Varia表的描述没配置,5,,cell_1_68_cao2,,90,90,0,15,15,"1,1,15,15",0,1,90,,,,,3,,,,1,,,
4060107,草原水中菏,cell_1_68_cao3,Varia表的描述没配置,5,,cell_1_68_cao3,,1,1,0,15,0,"1,1,15,0",0,0,1,,,,,8,,,,1,,,
4060108,熔岩三层楼梯4,cell_1_68_cao4,Varia表的描述没配置,5,,cell_1_68_cao4,,45,90,4,15,5,"1,1,15,5",0,0,90,,,,,3,,,,1,,,
4060115,草原水中菏2,cell_1_68_hua1,Varia表的描述没配置,5,,cell_1_68_hua1,,1,1,0,15,0,"1,1,15,0",0,0,1,,,,,8,,,,1,,,
4060116,岩浆1,cell_1_68_hua2,Varia表的描述没配置,5,,cell_1_68_hua2,,1,1,0,15,0,"1,1,15,0",0,0,1,,,,,0,,,,1,,,
4060117,草原水中石2,cell_1_68_shitou,Varia表的描述没配置,5,,cell_1_68_shitou,,1,1,0,15,0,"1,1,15,0",0,0,1,,,,,8,,,,1,,,
4060118,岩浆2,cell_1_69,Varia表的描述没配置,5,,cell_1_69,,1,1,0,15,0,"1,1,15,0",0,0,1,,,,,0,,,,1,,,
4060119,岩浆3,cell_1_70,Varia表的描述没配置,5,,cell_1_70,,1,1,0,15,0,"1,1,15,0",0,0,1,,,,,0,,,,1,,,
4060120,岩浆4,cell_1_70_cao1,Varia表的描述没配置,5,,cell_1_70_cao1,,1,1,0,15,0,"1,1,15,0",0,0,1,,,,,0,,,,1,,,
4060121,岩浆5,cell_1_70_cao2,Varia表的描述没配置,5,,cell_1_70_cao2,,1,1,0,15,0,"1,1,15,0",0,0,1,,,,,0,,,,1,,,
4060122,岩浆6,cell_1_71,Varia表的描述没配置,5,,cell_1_71,,1,1,0,15,0,"1,1,15,0",0,0,1,,,,,0,,,,1,,,
4060123,岩浆7,cell_1_72,Varia表的描述没配置,5,,cell_1_72,,1,1,0,15,0,"1,1,15,0",0,0,1,,,,,0,,,,1,,,
4060124,岩浆8,cell_1_73,Varia表的描述没配置,5,,cell_1_73,,1,1,0,15,0,"1,1,15,0",0,0,1,,,,,0,,,,1,,,
4060125,岩浆9,cell_1_73_xueqiu,Varia表的描述没配置,5,,cell_1_73_xueqiu,,1,1,0,15,0,"1,1,15,0",0,0,1,,,,,0,,,,1,,,
4060126,岩浆10,cell_1_73_xueqiu2,Varia表的描述没配置,5,,cell_1_73_xueqiu2,,1,1,0,15,0,"1,1,15,0",0,0,1,,,,,0,,,,1,,,
4060127,岩浆11,cell_1_74,Varia表的描述没配置,5,,cell_1_74,,1,1,0,15,0,"1,1,15,0",0,0,1,,,,,0,,,,1,,,
4060128,岩浆12,cell_1_75,Varia表的描述没配置,5,,cell_1_75,,1,1,0,15,0,"1,1,15,0",0,0,1,,,,,0,,,,1,,,
4060129,岩浆13,cell_1_76,Varia表的描述没配置,5,,cell_1_76,,1,1,0,15,0,"1,1,15,0",0,0,1,,,,,0,,,,1,,,
4060130,岩浆14,cell_1_77,Varia表的描述没配置,5,,cell_1_77,,1,1,0,15,0,"1,1,15,0",0,0,1,,,,,0,,,,1,,,
4060131,岩浆15,cell_1_77_huo1,Varia表的描述没配置,5,,cell_1_77_huo1,,1,1,0,15,0,"1,1,15,0",0,0,1,,,,,0,,,,1,,,
4060132,岩浆16,cell_1_78,Varia表的描述没配置,5,,cell_1_78,,1,1,0,15,0,"1,1,15,0",0,0,1,,,,,0,,,,1,,,
4060133,岩浆地1,cell_1_78_huo2,Varia表的描述没配置,5,,cell_1_78_huo2,,1,1,0,15,15,"1,1,15,15",0,1,1,,,,,3,,,,1,,,
4060134,岩浆地2,cell_1_79,Varia表的描述没配置,5,,cell_1_79,,1,1,0,15,15,"1,1,15,15",0,1,1,,,,,3,,,,1,,,
4060135,岩浆地3,cell_1_80,Varia表的描述没配置,5,,cell_1_80,,1,1,0,15,15,"1,1,15,15",0,1,1,,,,,3,,,,1,,,
4060136,草原1,cell_1_81,Varia表的描述没配置,5,,cell_1_81,,1,1,0,15,15,"1,1,15,15",0,1,1,,,,,1,,,,1,,,
4060137,草原2,cell_1_82,Varia表的描述没配置,5,,cell_1_82,,1,1,0,15,15,"1,1,15,15",0,1,1,,,,,1,,,,1,,,
4060138,草原3,cell_1_83,Varia表的描述没配置,5,,cell_1_83,,1,1,0,15,15,"1,1,15,15",0,1,1,,,,,1,,,,1,,,
4060139,岩浆地二层1,cell_1_84,Varia表的描述没配置,5,,cell_1_84,,45,45,0,15,15,"1,1,15,15",0,1,45,,,,,3,,,,1,,,
4060140,岩浆地二层2,cell_1_85,Varia表的描述没配置,5,,cell_1_85,,45,45,0,15,15,"1,1,15,15",0,1,45,,,,,3,,,,1,,,
4060141,岩浆地二层3,cell_1_86,Varia表的描述没配置,5,,cell_1_86,,45,45,0,15,15,"1,1,15,15",0,1,45,,,,,3,,,,1,,,
4060142,岩浆地二层4,cell_1_87,Varia表的描述没配置,5,,cell_1_87,,45,45,0,15,15,"1,1,15,15",0,1,45,,,,,3,,,,1,,,
4060143,岩浆地二层5,cell_1_88,Varia表的描述没配置,5,,cell_1_88,,45,45,0,15,15,"1,1,15,15",0,1,45,,,,,3,,,,1,,,
4060144,岩浆地二层6,cell_1_89,Varia表的描述没配置,5,,cell_1_89,,45,45,0,15,15,"1,1,15,15",0,1,45,,,,,3,,,,1,,,
4060145,岩浆地二层7,cell_1_90,Varia表的描述没配置,5,,cell_1_90,,45,45,0,15,15,"1,1,15,15",0,1,45,,,,,3,,,,1,,,
4060146,岩浆地三层1,cell_1_91,Varia表的描述没配置,5,,cell_1_91,,90,90,0,15,15,"1,1,15,15",0,1,90,,,,,3,,,,1,,,
4060147,岩浆地三层2,cell_1_92,Varia表的描述没配置,5,,cell_1_92,,90,90,0,15,15,"1,1,15,15",0,1,90,,,,,3,,,,1,,,
4060148,岩浆地三层3,cell_1_93,Varia表的描述没配置,5,,cell_1_93,,90,90,0,15,15,"1,1,15,15",0,1,90,,,,,3,,,,1,,,
4060149,岩浆地三层4,cell_1_94,Varia表的描述没配置,5,,cell_1_94,,90,90,0,15,15,"1,1,15,15",0,1,90,,,,,3,,,,1,,,
4060150,石地洞穴1,cell_1_95,Varia表的描述没配置,5,,cell_1_95,,1,1,0,15,0,"1,1,15,0",0,0,1,,,,,0,,,,1,,,
4060151,石地洞穴2,cell_1_96,Varia表的描述没配置,5,,cell_1_96,,1,1,0,15,0,"1,1,15,0",0,0,1,,,,,0,,,,1,,,
4060152,石地洞穴3,cell_1_97,Varia表的描述没配置,5,,cell_1_97,,1,1,0,15,0,"1,1,15,0",0,0,1,,,,,0,,,,1,,,
4060153,石地洞穴4,cell_1_98,Varia表的描述没配置,5,,cell_1_98,,1,1,0,15,0,"1,1,15,0",0,0,1,,,,,0,,,,1,,,
4060154,石地洞穴5,cell_1_99,Varia表的描述没配置,5,,cell_1_99,,1,1,0,15,0,"1,1,15,0",0,0,1,,,,,0,,,,1,,,
4060155,石地洞穴6,cell_1_100,Varia表的描述没配置,5,,cell_1_100,,1,1,0,15,0,"1,1,15,0",0,0,1,,,,,0,,,,1,,,
4060156,石地洞穴7,cell_1_101,Varia表的描述没配置,5,,cell_1_101,,1,1,0,15,0,"1,1,15,0",0,0,1,,,,,0,,,,1,,,
4060157,石地洞穴8,cell_1_102,Varia表的描述没配置,5,,cell_1_102,,1,1,0,15,0,"1,1,15,0",0,0,1,,,,,0,,,,1,,,
4060158,石地洞穴9,cell_1_103,Varia表的描述没配置,5,,cell_1_103,,1,1,0,15,0,"1,1,15,0",0,0,1,,,,,0,,,,1,,,
4060159,石地洞穴10,cell_1_104,Varia表的描述没配置,5,,cell_1_104,,1,1,0,15,0,"1,1,15,0",0,0,1,,,,,0,,,,1,,,
4060160,石地洞穴11,cell_1_105,Varia表的描述没配置,5,,cell_1_105,,1,1,0,15,0,"1,1,15,0",0,0,1,,,,,0,,,,1,,,
4060161,石地洞穴12,cell_1_106,Varia表的描述没配置,5,,cell_1_106,,1,1,0,15,0,"1,1,15,0",0,0,1,,,,,0,,,,1,,,
4060162,石地洞穴13,cell_1_107,Varia表的描述没配置,5,,cell_1_107,,1,1,0,15,0,"1,1,15,0",0,0,1,,,,,0,,,,1,,,
4060163,石地洞穴14,cell_1_108,Varia表的描述没配置,5,,cell_1_108,,1,1,0,15,0,"1,1,15,0",0,0,1,,,,,0,,,,1,,,
4060164,石地洞穴15,cell_1_109,Varia表的描述没配置,5,,cell_1_109,,1,1,0,15,0,"1,1,15,0",0,0,1,,,,,0,,,,1,,,
4060165,草石相接1,cell_1_111,Varia表的描述没配置,5,,cell_1_111,,1,1,0,15,15,"1,1,15,15",0,1,1,,,,,1,,,,1,,,
4060166,草石相接2,cell_1_112,Varia表的描述没配置,5,,cell_1_112,,1,1,0,15,15,"1,1,15,15",0,1,1,,,,,1,,,,1,,,
4060167,草石相接3,cell_1_113,Varia表的描述没配置,5,,cell_1_113,,1,1,0,15,15,"1,1,15,15",0,1,1,,,,,1,,,,1,,,
4060168,石地地块1,cell_1_114,Varia表的描述没配置,5,,cell_1_114,,1,1,0,15,15,"1,1,15,15",0,1,1,,,,,3,,,,1,,,
4060169,石地地块2,cell_1_115,Varia表的描述没配置,5,,cell_1_115,,1,1,0,15,15,"1,1,15,15",0,1,1,,,,,3,,,,1,,,
4060170,石地地块3,cell_1_116,Varia表的描述没配置,5,,cell_1_116,,1,1,0,15,15,"1,1,15,15",0,1,1,,,,,3,,,,1,,,
4060171,草地水过渡1,cell_1_117,Varia表的描述没配置,5,,cell_1_117,,1,1,0,15,15,"1,1,15,15",0,0,1,,,,,1,,,,1,,,
4060172,草地水过渡2,cell_1_118,Varia表的描述没配置,5,,cell_1_118,,1,1,0,15,15,"1,1,15,15",0,0,1,,,,,1,,,,1,,,
4060173,草地水过渡3,cell_1_119,Varia表的描述没配置,5,,cell_1_119,,1,1,0,15,15,"1,1,15,15",0,0,1,,,,,1,,,,1,,,
4060174,草地水过渡4,cell_1_120,Varia表的描述没配置,5,,cell_1_120,,1,1,0,15,15,"1,1,15,15",0,0,1,,,,,1,,,,1,,,
4060175,草地水过渡5,cell_1_121,Varia表的描述没配置,5,,cell_1_121,,1,1,0,15,15,"1,1,15,15",0,0,1,,,,,1,,,,1,,,
4060176,草地水过渡6,cell_1_122,Varia表的描述没配置,5,,cell_1_122,,1,1,0,15,15,"1,1,15,15",0,0,1,,,,,1,,,,1,,,
4060177,草地水过渡7,cell_1_123,Varia表的描述没配置,5,,cell_1_123,,1,1,0,15,15,"1,1,15,15",0,0,1,,,,,1,,,,1,,,
4060178,草地水过渡8,cell_1_124,Varia表的描述没配置,5,,cell_1_124,,1,1,0,15,15,"1,1,15,15",0,0,1,,,,,1,,,,1,,,
4060179,草地水过渡9,cell_1_125,Varia表的描述没配置,5,,cell_1_125,,1,1,0,15,15,"1,1,15,15",0,0,1,,,,,1,,,,1,,,
4060180,草地水过渡10,cell_1_126,Varia表的描述没配置,5,,cell_1_126,,1,1,0,15,15,"1,1,15,15",0,0,1,,,,,1,,,,1,,,
4060181,草地水过渡11,cell_1_127,Varia表的描述没配置,5,,cell_1_127,,1,1,0,15,15,"1,1,15,15",0,0,1,,,,,1,,,,1,,,
4060182,草地水过渡12,cell_1_128,Varia表的描述没配置,5,,cell_1_128,,1,1,0,15,15,"1,1,15,15",0,0,1,,,,,1,,,,1,,,
4060183,草地水过渡13,cell_1_129,Varia表的描述没配置,5,,cell_1_129,,1,1,0,15,15,"1,1,15,15",0,0,1,,,,,1,,,,1,,,
4060184,草地水过渡14,cell_1_130,Varia表的描述没配置,5,,cell_1_130,,1,1,0,15,15,"1,1,15,15",0,0,1,,,,,1,,,,1,,,
4060185,一层冰原楼梯1,cell_1_131,Varia表的描述没配置,5,,cell_1_131,,1,45,4,15,5,"1,1,15,5",0,0,45,,,,,3,,,,1,,,
4060186,一层冰原楼梯2,cell_1_132,Varia表的描述没配置,5,,cell_1_132,,1,45,8,15,10,"1,1,15,10",0,0,45,,,,,3,,,,1,,,
4060187,二层冰原楼梯1,cell_1_133,Varia表的描述没配置,5,,cell_1_133,,45,90,4,15,5,"1,1,15,5",0,0,90,,,,,3,,,,1,,,
4060188,二层冰原楼梯2,cell_1_134,Varia表的描述没配置,5,,cell_1_134,,45,90,8,15,10,"1,1,15,10",0,0,90,,,,,3,,,,1,,,
4060189,三层冰原1,cell_1_135,Varia表的描述没配置,5,,cell_1_135,,90,90,0,15,15,"1,1,15,15",0,1,90,,,,,3,,,,1,,,
4060190,三层冰原2,cell_1_136,Varia表的描述没配置,5,,cell_1_136,,90,90,0,15,15,"1,1,15,15",0,1,90,,,,,3,,,,1,,,
4060191,三层冰原3,cell_1_137,Varia表的描述没配置,5,,cell_1_137,,90,90,0,15,15,"1,1,15,15",0,1,90,,,,,3,,,,1,,,
4060192,三层冰原4,cell_1_138,Varia表的描述没配置,5,,cell_1_138,,90,90,0,15,15,"1,1,15,15",0,1,90,,,,,3,,,,1,,,
4060193,三层冰原5,cell_1_139,Varia表的描述没配置,5,,cell_1_139,,90,90,0,15,15,"1,1,15,15",0,1,90,,,,,3,,,,1,,,
4060194,三层冰原6,cell_1_140,Varia表的描述没配置,5,,cell_1_140,,90,90,0,15,15,"1,1,15,15",0,1,90,,,,,3,,,,1,,,
4060195,三层冰原7,cell_1_141,Varia表的描述没配置,5,,cell_1_141,,90,90,0,15,15,"1,1,15,15",0,1,90,,,,,3,,,,1,,,
4060196,二层冰原楼梯3,cell_1_142,Varia表的描述没配置,5,,cell_1_142,,45,90,8,15,10,"1,1,15,10",0,0,90,,,,,3,,,,1,,,
4060197,二层冰原楼梯4,cell_1_143,Varia表的描述没配置,5,,cell_1_143,,45,90,4,15,5,"1,1,15,5",0,0,90,,,,,3,,,,1,,,
4060198,二层沼泽楼梯1,cell_1_144,Varia表的描述没配置,5,,cell_1_144,,45,90,4,15,5,"1,1,15,5",0,0,90,,,,,4,,,,1,,,
4060199,二层沼泽楼梯2,cell_1_145,Varia表的描述没配置,5,,cell_1_145,,45,90,8,15,10,"1,1,15,10",0,0,90,,,,,4,,,,1,,,
4060200,二层沼泽1,cell_1_146,Varia表的描述没配置,5,,cell_1_146,,45,45,0,15,15,"1,1,15,15",0,1,45,,,,,4,,,,1,,,
4060201,二层沼泽2,cell_1_147,Varia表的描述没配置,5,,cell_1_147,,45,45,0,15,15,"1,1,15,15",0,1,45,,,,,4,,,,1,,,
4060202,二层沼泽3,cell_1_148,Varia表的描述没配置,5,,cell_1_148,,45,45,0,15,15,"1,1,15,15",0,1,45,,,,,4,,,,1,,,
4060203,二层沼泽4,cell_1_149,Varia表的描述没配置,5,,cell_1_149,,45,45,0,15,15,"1,1,15,15",0,1,45,,,,,4,,,,1,,,
4060204,三层沼泽1,cell_1_150,Varia表的描述没配置,5,,cell_1_150,,90,90,0,15,15,"1,1,15,15",0,1,90,,,,,4,,,,1,,,
4060205,三层沼泽2,cell_1_151,Varia表的描述没配置,5,,cell_1_151,,90,90,0,15,15,"1,1,15,15",0,1,90,,,,,4,,,,1,,,
4060206,三层沼泽3,cell_1_152,Varia表的描述没配置,5,,cell_1_152,,90,90,0,15,15,"1,1,15,15",0,1,90,,,,,4,,,,1,,,
4060207,三层沼泽4,cell_1_153,Varia表的描述没配置,5,,cell_1_153,,90,90,0,15,15,"1,1,15,15",0,1,90,,,,,4,,,,1,,,
4060208,三层沼泽5,cell_1_154,Varia表的描述没配置,5,,cell_1_154,,90,90,0,15,15,"1,1,15,15",0,1,90,,,,,4,,,,1,,,
4060209,二层石头楼梯3,cell_1_167,Varia表的描述没配置,5,,cell_1_167,,45,90,8,15,10,"1,1,15,10",0,1,90,,,,,3,,,,1,,,
4060210,二层石头楼梯4,cell_1_168,Varia表的描述没配置,5,,cell_1_168,,45,90,4,15,5,"1,1,15,5",0,1,90,,,,,3,,,,1,,,
4060211,三层草地块1,cell_1_169,Varia表的描述没配置,5,,cell_1_169,,90,90,0,15,15,"1,1,15,15",0,1,90,,,,,1,,,,1,,,
4060212,三层草地块2,cell_1_170,Varia表的描述没配置,5,,cell_1_170,,90,90,0,15,15,"1,1,15,15",0,1,90,,,,,1,,,,1,,,
4060213,三层草地块3,cell_1_171,Varia表的描述没配置,5,,cell_1_171,,90,90,0,15,15,"1,1,15,15",0,1,90,,,,,1,,,,1,,,
4060214,三层草地块4,cell_1_172,Varia表的描述没配置,5,,cell_1_172,,90,90,0,15,15,"1,1,15,15",0,1,90,,,,,1,,,,1,,,
4060215,三层草地块5,cell_1_173,Varia表的描述没配置,5,,cell_1_173,,90,90,0,15,15,"1,1,15,15",0,1,90,,,,,1,,,,1,,,
4060216,三石头地块1,cell_1_174,Varia表的描述没配置,5,,cell_1_174,,90,90,0,15,15,"1,1,15,15",0,1,90,,,,,3,,,,1,,,
4060217,三石头地块2,cell_1_175,Varia表的描述没配置,5,,cell_1_175,,90,90,0,15,15,"1,1,15,15",0,1,90,,,,,3,,,,1,,,
4060218,三石头地块3,cell_1_176,Varia表的描述没配置,5,,cell_1_176,,90,90,0,15,15,"1,1,15,15",0,1,90,,,,,3,,,,1,,,
4060219,三石头地块4,cell_1_177,Varia表的描述没配置,5,,cell_1_177,,90,90,0,15,15,"1,1,15,15",0,1,90,,,,,3,,,,1,,,
4060220,三石头地块5,cell_1_178,Varia表的描述没配置,5,,cell_1_178,,90,90,0,15,15,"1,1,15,15",0,1,90,,,,,3,,,,1,,,
4060221,二层草地块1,cell_1_179,Varia表的描述没配置,5,,cell_1_179,,45,45,0,15,15,"1,1,15,15",0,1,45,,,,,1,,,,1,,,
4060222,二层草地块2,cell_1_180,Varia表的描述没配置,5,,cell_1_180,,45,45,0,15,15,"1,1,15,15",0,1,45,,,,,1,,,,1,,,
4060223,二层草地块3,cell_1_181,Varia表的描述没配置,5,,cell_1_181,,45,45,0,15,15,"1,1,15,15",0,1,45,,,,,1,,,,1,,,
4060224,二层草地块4,cell_1_182,Varia表的描述没配置,5,,cell_1_182,,45,45,0,15,15,"1,1,15,15",0,1,45,,,,,1,,,,1,,,
4060225,二层草地块5,cell_1_183,Varia表的描述没配置,5,,cell_1_183,,45,45,0,15,15,"1,1,15,15",0,1,45,,,,,1,,,,1,,,
4060226,二石头地块1,cell_1_184,Varia表的描述没配置,5,,cell_1_184,,45,45,0,15,15,"1,1,15,15",0,1,45,,,,,3,,,,1,,,
4060227,一层石楼梯1,cell_1_185,Varia表的描述没配置,5,,cell_1_185,,1,45,4,15,5,"1,1,15,5",0,0,45,,,,,3,,,,1,,,
4060228,二石头地块2,cell_1_186,Varia表的描述没配置,5,,cell_1_186,,45,45,0,15,15,"1,1,15,15",0,1,45,,,,,3,,,,1,,,
4060229,一层石楼梯2,cell_1_187,Varia表的描述没配置,5,,cell_1_187,,1,45,8,15,10,"1,1,15,10",0,0,45,,,,,3,,,,1,,,
4060230,二石头地块3,cell_1_188,Varia表的描述没配置,5,,cell_1_188,,45,45,0,15,15,"1,1,15,15",0,1,45,,,,,3,,,,1,,,
4060231,二石头地块4,cell_1_189,Varia表的描述没配置,5,,cell_1_189,,45,45,0,15,15,"1,1,15,15",0,1,45,,,,,3,,,,1,,,
4060232,二石头地块5,cell_1_190,Varia表的描述没配置,5,,cell_1_190,,45,45,0,15,15,"1,1,15,15",0,1,45,,,,,3,,,,1,,,
4060233,二层石楼梯1,cell_1_191,Varia表的描述没配置,5,,cell_1_191,,45,90,4,15,5,"1,1,15,5",0,1,90,,,,,3,,,,1,,,
4060234,三石头地块1,cell_1_192,Varia表的描述没配置,5,,cell_1_192,,90,90,0,15,15,"1,1,15,15",0,1,90,,,,,3,,,,1,,,
4060235,三石头地块2,cell_1_193,Varia表的描述没配置,5,,cell_1_193,,90,90,0,15,15,"1,1,15,15",0,1,90,,,,,3,,,,1,,,
4060236,二层石楼梯2,cell_1_194,Varia表的描述没配置,5,,cell_1_194,,45,90,8,15,10,"1,1,15,10",0,1,90,,,,,3,,,,1,,,
4060237,二层草地块6,cell_1_195,Varia表的描述没配置,5,,cell_1_195,,45,45,0,15,15,"1,1,15,15",0,0,45,,,,,1,,,,1,,,
4060238,二石头地块6,cell_1_196,Varia表的描述没配置,5,,cell_1_196,,45,45,0,15,15,"1,1,15,15",0,0,45,,,,,3,,,,1,,,
4060239,二石头地块7,cell_1_197,Varia表的描述没配置,5,,cell_1_197,,45,45,0,15,15,"1,1,15,15",0,0,45,,,,,3,,,,1,,,
4060240,雪原水1,cell_1_198,Varia表的描述没配置,5,,cell_1_198,,1,1,0,15,15,"1,1,15,15",0,0,1,,,,,8,,,,1,,,
4060241,雪原水2,cell_1_199,Varia表的描述没配置,5,,cell_1_199,,1,1,0,15,15,"1,1,15,15",0,0,1,,,,,8,,,,1,,,
4060242,雪原水3,cell_1_200,Varia表的描述没配置,5,,cell_1_200,,1,1,0,15,15,"1,1,15,15",0,0,1,,,,,5,,,,1,,,
4060243,雪原水4,cell_1_201,Varia表的描述没配置,5,,cell_1_201,,1,1,0,15,15,"1,1,15,15",0,0,1,,,,,5,,,,1,,,
4060244,雪原水5,cell_1_202,Varia表的描述没配置,5,,cell_1_202,,1,1,0,15,15,"1,1,15,15",0,0,1,,,,,5,,,,1,,,
4060245,雪原水6,cell_1_203,Varia表的描述没配置,5,,cell_1_203,,1,1,0,15,15,"1,1,15,15",0,0,1,,,,,5,,,,1,,,
4060246,雪原水7,cell_1_204,Varia表的描述没配置,5,,cell_1_204,,1,1,0,15,15,"1,1,15,15",0,0,1,,,,,5,,,,1,,,
4060247,雪原水8,cell_1_205,Varia表的描述没配置,5,,cell_1_205,,1,1,0,15,15,"1,1,15,15",0,0,1,,,,,5,,,,1,,,
4060248,三层草地新1,cell_1_206,Varia表的描述没配置,5,,cell_1_206,,90,90,0,15,15,"1,1,15,15",0,1,90,,,,,1,,,,1,,,
4060249,三层草地新2,cell_1_207,Varia表的描述没配置,5,,cell_1_207,,90,90,0,15,15,"1,1,15,15",0,1,90,,,,,1,,,,1,,,
4060250,雪原水9,cell_1_208,Varia表的描述没配置,5,,cell_1_208,,1,1,0,15,15,"1,1,15,15",0,0,1,,,,,5,,,,1,,,
4060251,雪原水10,cell_1_209,Varia表的描述没配置,5,,cell_1_209,,1,1,0,15,15,"1,1,15,15",0,0,1,,,,,5,,,,1,,,
4060252,雪原水11,cell_1_210,Varia表的描述没配置,5,,cell_1_210,,1,1,0,15,15,"1,1,15,15",0,0,1,,,,,5,,,,1,,,
4060253,雪原水12,cell_1_211,Varia表的描述没配置,5,,cell_1_211,,1,1,0,15,15,"1,1,15,15",0,0,1,,,,,5,,,,1,,,
4060254,雪原水13,cell_1_212,Varia表的描述没配置,5,,cell_1_212,,1,1,0,15,15,"1,1,15,15",0,0,1,,,,,5,,,,1,,,
4060255,雪原水14,cell_1_213,Varia表的描述没配置,5,,cell_1_213,,1,1,0,15,15,"1,1,15,15",0,0,1,,,,,5,,,,1,,,
4060256,雪原水15,cell_1_214,Varia表的描述没配置,5,,cell_1_214,,1,1,0,15,15,"1,1,15,15",0,0,1,,,,,5,,,,1,,,
4060257,雪原水16,cell_1_215,Varia表的描述没配置,5,,cell_1_215,,1,1,0,15,15,"1,1,15,15",0,0,1,,,,,5,,,,1,,,
4060258,一层雪原楼梯1,cell_1_216,Varia表的描述没配置,5,,cell_1_216,,1,45,4,15,5,"1,1,15,5",0,0,45,,,,,5,,,,1,,,
4060259,一层雪原楼梯2,cell_1_217,Varia表的描述没配置,5,,cell_1_217,,1,45,8,15,10,"1,1,15,10",0,0,45,,,,,5,,,,1,,,
4060260,二层雪原1,cell_1_218,Varia表的描述没配置,5,,cell_1_218,,45,45,0,15,15,"1,1,15,15",0,1,45,,,,,5,,,,1,,,
4060261,二层雪原2,cell_1_219,Varia表的描述没配置,5,,cell_1_219,,45,45,0,15,15,"1,1,15,15",0,1,45,,,,,5,,,,1,,,
4060262,二层雪原3,cell_1_220,Varia表的描述没配置,5,,cell_1_220,,45,45,0,15,15,"1,1,15,15",0,1,45,,,,,5,,,,1,,,
4060263,二层雪原4,cell_1_221,Varia表的描述没配置,5,,cell_1_221,,45,45,0,15,15,"1,1,15,15",0,1,45,,,,,5,,,,1,,,
4060264,二层雪原5,cell_1_222,Varia表的描述没配置,5,,cell_1_222,,45,45,0,15,15,"1,1,15,15",0,1,45,,,,,5,,,,1,,,
4060265,二层雪原6,cell_1_223,Varia表的描述没配置,5,,cell_1_223,,45,45,0,15,15,"1,1,15,15",0,1,45,,,,,5,,,,1,,,
4060266,二层雪原7,cell_1_224,Varia表的描述没配置,5,,cell_1_224,,45,45,0,15,15,"1,1,15,15",0,1,45,,,,,5,,,,1,,,
4060267,二层雪原楼梯1,cell_1_225,Varia表的描述没配置,5,,cell_1_225,,45,90,4,15,5,"1,1,15,5",0,0,90,,,,,5,,,,1,,,
4060268,二层雪原楼梯2,cell_1_226,Varia表的描述没配置,5,,cell_1_226,,45,90,8,15,10,"1,1,15,10",0,0,90,,,,,5,,,,1,,,
4060269,三层雪原1,cell_1_227,Varia表的描述没配置,5,,cell_1_227,,90,90,0,15,15,"1,1,15,15",0,1,90,,,,,5,,,,1,,,
4060270,三层雪原2,cell_1_228,Varia表的描述没配置,5,,cell_1_228,,90,90,0,15,15,"1,1,15,15",0,1,90,,,,,5,,,,1,,,
4060271,三层雪原3,cell_1_229,Varia表的描述没配置,5,,cell_1_229,,90,90,0,15,15,"1,1,15,15",0,1,90,,,,,5,,,,1,,,
4060272,二层草原新3,cell_1_230,Varia表的描述没配置,5,,cell_1_230,,45,45,0,15,15,"1,1,15,15",0,1,45,,,,,5,,,,1,,,
4060273,三层雪原4,cell_1_231,Varia表的描述没配置,5,,cell_1_231,,90,90,0,15,15,"1,1,15,15",0,1,90,,,,,5,,,,1,,,
4060274,三层雪原5,cell_1_232,Varia表的描述没配置,5,,cell_1_232,,90,90,0,15,15,"1,1,15,15",0,1,90,,,,,5,,,,1,,,
4060275,三层雪原6,cell_1_233,Varia表的描述没配置,5,,cell_1_233,,90,90,0,15,15,"1,1,15,15",0,1,90,,,,,5,,,,1,,,
4060276,一层草原楼梯1,cell_1_234,Varia表的描述没配置,5,,cell_1_234,,1,45,4,15,5,"1,1,15,5",0,1,45,,,,,1,,,,1,,,
4060277,一层草原楼梯2,cell_1_235,Varia表的描述没配置,5,,cell_1_235,,1,45,8,15,10,"1,1,15,10",0,1,45,,,,,1,,,,1,,,
4060278,二层草原楼梯1,cell_1_236,Varia表的描述没配置,5,,cell_1_236,,45,90,4,15,5,"1,1,15,5",0,1,90,,,,,1,,,,1,,,
